loan_amount,annual_income,employment_status,credit_score,loan_purpose,gender,lender_1,lender_2,lender_3,lender_4,lender_5,lender_6,lender_7,lender_8,lender_9,lender_10,lender_11,lender_12,lender_13,lender_14,lender_15
168131,15548,salaried,585,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658727,12565,freelancer,691,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89634,94454,self-employed,627,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192982,197440,self-employed,604,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455202,170158,self-employed,652,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142234,79432,freelancer,607,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743120,168264,self-employed,511,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607331,62405,self-employed,593,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367016,9371,salaried,755,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979679,161516,self-employed,541,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363763,32484,freelancer,778,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773352,195704,freelancer,537,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930194,149310,salaried,568,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832362,97946,student,795,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726810,89359,salaried,676,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245040,174687,freelancer,598,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94574,172424,student,599,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524564,37827,self-employed,569,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229797,152167,student,591,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398171,146158,freelancer,566,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642337,41571,salaried,529,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618544,102268,self-employed,773,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
978841,92889,salaried,738,home,female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
967558,53751,self-employed,616,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751812,15787,self-employed,784,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304616,35990,self-employed,760,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81706,74805,self-employed,795,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
243999,157363,salaried,736,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340704,78922,student,598,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624621,156800,salaried,638,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308783,91683,salaried,559,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829068,196648,freelancer,551,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787846,122389,student,514,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746955,68191,salaried,697,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819524,12376,student,600,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125505,6983,student,535,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223864,114287,freelancer,786,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33449,43727,self-employed,651,business,female,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
719503,128892,student,547,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5388,91675,salaried,713,gold-backed,female,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114318,140723,freelancer,704,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981452,93639,self-employed,582,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303627,150268,salaried,624,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90285,185112,student,707,education,female,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
858755,94248,freelancer,590,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970278,14601,self-employed,777,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
304726,172928,student,613,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799809,192945,student,537,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881332,109708,self-employed,698,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360183,169975,freelancer,592,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657737,75441,salaried,775,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601392,187283,freelancer,724,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25519,40162,freelancer,741,gold-backed,female,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1669,172522,freelancer,647,eco,female,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174774,170815,student,767,education,male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
689051,124271,salaried,745,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502209,177281,salaried,597,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724638,34488,freelancer,538,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264420,22053,freelancer,515,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321203,167297,self-employed,568,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701262,105221,self-employed,529,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261832,101175,student,793,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702424,199345,freelancer,750,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554412,11519,salaried,710,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687907,13967,student,541,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212560,196869,salaried,793,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506009,19883,salaried,694,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619737,143785,student,690,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964150,26659,freelancer,772,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559219,10509,freelancer,657,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884528,39160,salaried,787,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889869,40260,self-employed,638,startup,female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65163,1943,freelancer,533,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68527,71469,freelancer,566,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995791,92716,self-employed,671,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200718,188114,freelancer,553,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952599,96562,freelancer,650,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878143,151520,salaried,508,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263525,91683,self-employed,661,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146208,37815,salaried,594,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526571,101450,salaried,703,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382257,68432,freelancer,674,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894870,137590,salaried,643,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165696,96637,self-employed,721,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971789,53510,salaried,739,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718364,100871,freelancer,619,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822604,170230,freelancer,720,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500830,164431,self-employed,561,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334190,191428,student,526,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826240,41812,self-employed,611,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500094,24041,self-employed,719,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486528,112362,student,546,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681520,175595,salaried,712,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61725,50522,student,574,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312488,179904,student,614,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219967,51222,student,506,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340239,70642,freelancer,697,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341630,125304,student,742,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418436,23508,student,683,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855728,8178,self-employed,536,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117185,41155,freelancer,541,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405503,153662,salaried,622,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562648,60128,self-employed,741,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325976,78595,student,597,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964624,1638,student,540,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729444,106243,freelancer,545,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970105,88870,self-employed,775,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992069,79519,salaried,684,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211833,175587,student,776,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71210,178294,self-employed,517,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727077,124740,freelancer,682,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487307,184009,self-employed,512,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538538,33687,self-employed,689,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4552,155333,student,594,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51536,54020,freelancer,610,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777628,120541,salaried,731,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225198,30721,student,736,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687000,135373,salaried,614,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472839,128724,freelancer,584,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442019,188227,freelancer,683,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409396,59540,student,719,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787835,173064,freelancer,536,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354975,128239,self-employed,612,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854568,38697,freelancer,737,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63295,3560,salaried,729,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290753,137978,self-employed,721,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424127,163232,student,750,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564299,40386,salaried,776,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500071,158187,student,702,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121979,195889,salaried,505,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957182,106198,student,745,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915619,136329,self-employed,596,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859600,138047,self-employed,640,startup,female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
197965,87511,self-employed,674,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481229,195315,salaried,666,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93260,75593,salaried,528,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517748,11344,salaried,547,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11012,85710,student,798,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246760,110502,student,779,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443563,100339,freelancer,746,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557615,27872,student,732,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447855,11161,self-employed,623,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943068,181410,salaried,790,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769850,50895,student,664,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508129,72486,salaried,759,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405563,128158,self-employed,661,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563941,159769,freelancer,790,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977869,161434,freelancer,722,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701564,13321,self-employed,751,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10547,186090,freelancer,770,business,female,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83426,126125,self-employed,792,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35013,90096,salaried,755,business,male,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
399892,139500,salaried,507,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12377,61510,student,576,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880470,172849,salaried,577,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95016,23306,freelancer,766,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189509,136831,self-employed,713,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708636,27210,freelancer,751,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138174,158579,salaried,597,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837298,11172,freelancer,513,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27626,6377,student,749,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88879,110787,self-employed,598,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193391,20651,salaried,734,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880173,91279,self-employed,775,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343069,7664,salaried,705,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371898,170768,self-employed,556,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805793,191040,salaried,728,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93752,47512,student,645,education,male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546713,76589,self-employed,585,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607730,10507,student,793,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424263,136633,self-employed,507,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209863,183418,student,706,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30031,92240,student,525,education,male,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159374,160764,salaried,696,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80001,86972,self-employed,513,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
334799,135362,self-employed,787,business,female,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
331064,95693,freelancer,550,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782529,195141,student,753,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918012,89047,freelancer,790,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862888,85899,freelancer,538,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234581,174161,freelancer,581,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808777,136353,salaried,788,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718245,138228,salaried,627,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68884,177872,self-employed,670,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
537824,114666,student,799,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300031,69906,self-employed,590,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647193,63095,self-employed,500,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791058,80913,student,785,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275226,114111,self-employed,778,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812034,116242,freelancer,613,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703178,102087,freelancer,509,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717284,43716,freelancer,718,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560257,95587,student,618,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790462,122648,freelancer,591,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746714,61045,salaried,620,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26699,198104,self-employed,734,business,female,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1256,26747,self-employed,609,emergency,male,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
125756,135552,self-employed,778,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240477,82582,salaried,687,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541007,70560,freelancer,633,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800142,11043,student,586,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868484,123395,student,771,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827443,12635,freelancer,538,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368916,8016,salaried,624,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812410,183993,freelancer,515,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160480,116256,salaried,630,gold-backed,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81451,102610,self-employed,535,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593644,114363,salaried,716,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273372,120464,freelancer,793,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552006,51113,salaried,772,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237384,179503,salaried,606,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48228,176238,freelancer,550,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668342,178386,self-employed,626,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791218,154484,self-employed,529,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521271,15002,self-employed,544,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542290,139072,self-employed,587,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848203,103423,student,605,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329797,43836,freelancer,656,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156761,104829,self-employed,505,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940687,81732,self-employed,608,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927670,137900,freelancer,626,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725126,114509,student,600,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133492,1119,student,758,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238417,195439,self-employed,684,startup,female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
512419,34212,student,621,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416672,19417,freelancer,705,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244784,41479,salaried,742,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479230,181862,freelancer,627,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397714,194566,salaried,511,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330685,133155,student,661,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549450,8290,salaried,687,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115272,160490,freelancer,601,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125114,63270,self-employed,604,startup,female,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
514877,119518,freelancer,666,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544403,107913,salaried,623,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18751,27649,self-employed,799,emergency,male,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
364450,83152,student,730,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853629,38619,self-employed,762,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130718,128777,self-employed,553,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115057,198150,salaried,607,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116079,93318,salaried,550,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828168,16589,freelancer,522,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308755,105742,self-employed,704,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589954,133618,student,617,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588044,157449,student,500,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860353,76386,salaried,516,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338699,61689,self-employed,695,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673988,110520,student,602,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385283,102945,student,710,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672600,27517,freelancer,734,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,21588,self-employed,729,vehicle,male,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376655,117869,salaried,759,home,male,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
832707,135124,self-employed,557,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290451,115426,student,525,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770511,179785,freelancer,533,eco,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740858,174234,student,620,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689629,131861,salaried,700,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661272,196313,freelancer,746,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391467,175591,salaried,612,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965288,160840,salaried,789,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324040,69492,freelancer,594,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25064,194296,student,795,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959390,65817,student,580,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602950,107845,freelancer,606,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472804,63180,freelancer,565,startup,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972957,181893,self-employed,781,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
469671,189913,freelancer,780,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984550,178874,student,683,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522348,180266,student,612,emergency,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548216,48887,freelancer,747,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89469,173667,student,584,business,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947340,129289,student,789,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232892,13749,student,767,home,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312555,178291,self-employed,755,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985317,161139,freelancer,664,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542886,19403,salaried,669,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149751,192387,salaried,574,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724213,8360,salaried,544,education,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750885,132243,self-employed,724,home,female,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
849515,47025,student,542,vehicle,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977581,11580,student,527,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440945,116101,student,679,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641329,112538,salaried,589,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871804,185156,self-employed,621,eco,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930820,1206,salaried,667,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629949,199360,student,672,vehicle,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857103,130527,student,704,emergency,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790736,162857,freelancer,590,education,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570021,26767,student,616,startup,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746752,69749,self-employed,789,gold-backed,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525809,123200,self-employed,542,startup,male,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
806331,138854,salaried,580,home,female,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90363,78607,student,524,business,male,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
